"Area_name","Value_label","Significance_England","Indicator_short_name","Time_period","Figure_ID","Hex_ID","Source","Fingertips_ID","Sex","Age","Life_course","At_ICT_level","Indicator_label","Polarity","x","y"
"Mid Sussex","54.2","Similar","TWW_new_cancer_diagnoses","2021/22","Living well 2",14,"OHID Fingertips",91347,,,,"Sub_ICB","of new cancer diagnoses through the Two Week Wait pathway.","Higher is better",7,2
"Worthing","54.2","Similar","TWW_new_cancer_diagnoses","2021/22","Living well 2",14,"OHID Fingertips",91347,,,,"Sub_ICB","of new cancer diagnoses through the Two Week Wait pathway.","Higher is better",7,2
"Eastbourne","63.1",,"TWW_new_cancer_diagnoses","2021/22","Living well 2",14,"OHID Fingertips",91347,,,,"Sub_ICB","of new cancer diagnoses through the Two Week Wait pathway.","Higher is better",7,2
"Hastings","63.1",,"TWW_new_cancer_diagnoses","2021/22","Living well 2",14,"OHID Fingertips",91347,,,,"Sub_ICB","of new cancer diagnoses through the Two Week Wait pathway.","Higher is better",7,2
"Lewes","63.1",,"TWW_new_cancer_diagnoses","2021/22","Living well 2",14,"OHID Fingertips",91347,,,,"Sub_ICB","of new cancer diagnoses through the Two Week Wait pathway.","Higher is better",7,2
"Rother","63.1",,"TWW_new_cancer_diagnoses","2021/22","Living well 2",14,"OHID Fingertips",91347,,,,"Sub_ICB","of new cancer diagnoses through the Two Week Wait pathway.","Higher is better",7,2
"Wealden","63.1",,"TWW_new_cancer_diagnoses","2021/22","Living well 2",14,"OHID Fingertips",91347,,,,"Sub_ICB","of new cancer diagnoses through the Two Week Wait pathway.","Higher is better",7,2
"England","54.4","Not applicable","TWW_new_cancer_diagnoses","2021/22","Living well 2",14,"OHID Fingertips",91347,,,,"Sub_ICB","of new cancer diagnoses through the Two Week Wait pathway.","Higher is better",7,2
"Brighton and Hove North","50.7%","Similar","Cancers_diagnosed_at_stage_1_and_2","2020","Living well 2",13,"OHID Fingertips",93671,,,,"LTLA","of cancers diagnosed at stage 1 or 2","Higher is better",6,2
"Brighton and Hove East","50.7%","Similar","Cancers_diagnosed_at_stage_1_and_2","2020","Living well 2",13,"OHID Fingertips",93671,,,,"LTLA","of cancers diagnosed at stage 1 or 2","Higher is better",6,2
"Brighton and Hove Central","50.7%","Similar","Cancers_diagnosed_at_stage_1_and_2","2020","Living well 2",13,"OHID Fingertips",93671,,,,"LTLA","of cancers diagnosed at stage 1 or 2","Higher is better",6,2
"Brighton and Hove West","50.7%","Similar","Cancers_diagnosed_at_stage_1_and_2","2020","Living well 2",13,"OHID Fingertips",93671,,,,"LTLA","of cancers diagnosed at stage 1 or 2","Higher is better",6,2
"England","52.3%","Not applicable","Cancers_diagnosed_at_stage_1_and_2","2020","Living well 2",13,"OHID Fingertips",93671,,,,"LTLA","of cancers diagnosed at stage 1 or 2","Higher is better",6,2
"Brighton and Hove","50.7%","Similar","Cancers_diagnosed_at_stage_1_and_2","2020","Living well 2",13,"OHID Fingertips",93671,,,,"LTLA","of cancers diagnosed at stage 1 or 2","Higher is better",6,2
"Eastbourne","53%","Similar","Cancers_diagnosed_at_stage_1_and_2","2020","Living well 2",13,"OHID Fingertips",93671,,,,"LTLA","of cancers diagnosed at stage 1 or 2","Higher is better",6,2
"Hastings","55.4%","Similar","Cancers_diagnosed_at_stage_1_and_2","2020","Living well 2",13,"OHID Fingertips",93671,,,,"LTLA","of cancers diagnosed at stage 1 or 2","Higher is better",6,2
"Lewes","57.6%","Better","Cancers_diagnosed_at_stage_1_and_2","2020","Living well 2",13,"OHID Fingertips",93671,,,,"LTLA","of cancers diagnosed at stage 1 or 2","Higher is better",6,2
"Rother","56.7%","Similar","Cancers_diagnosed_at_stage_1_and_2","2020","Living well 2",13,"OHID Fingertips",93671,,,,"LTLA","of cancers diagnosed at stage 1 or 2","Higher is better",6,2
"Wealden","48.5%","Similar","Cancers_diagnosed_at_stage_1_and_2","2020","Living well 2",13,"OHID Fingertips",93671,,,,"LTLA","of cancers diagnosed at stage 1 or 2","Higher is better",6,2
"Adur","51.3%","Similar","Cancers_diagnosed_at_stage_1_and_2","2020","Living well 2",13,"OHID Fingertips",93671,,,,"LTLA","of cancers diagnosed at stage 1 or 2","Higher is better",6,2
"Arun","53.8%","Similar","Cancers_diagnosed_at_stage_1_and_2","2020","Living well 2",13,"OHID Fingertips",93671,,,,"LTLA","of cancers diagnosed at stage 1 or 2","Higher is better",6,2
"Chichester","57.1%","Better","Cancers_diagnosed_at_stage_1_and_2","2020","Living well 2",13,"OHID Fingertips",93671,,,,"LTLA","of cancers diagnosed at stage 1 or 2","Higher is better",6,2
"Crawley","55.8%","Similar","Cancers_diagnosed_at_stage_1_and_2","2020","Living well 2",13,"OHID Fingertips",93671,,,,"LTLA","of cancers diagnosed at stage 1 or 2","Higher is better",6,2
"Horsham","55.7%","Similar","Cancers_diagnosed_at_stage_1_and_2","2020","Living well 2",13,"OHID Fingertips",93671,,,,"LTLA","of cancers diagnosed at stage 1 or 2","Higher is better",6,2
"Mid Sussex","58.8%","Better","Cancers_diagnosed_at_stage_1_and_2","2020","Living well 2",13,"OHID Fingertips",93671,,,,"LTLA","of cancers diagnosed at stage 1 or 2","Higher is better",6,2
"Worthing","54.2%","Similar","Cancers_diagnosed_at_stage_1_and_2","2020","Living well 2",13,"OHID Fingertips",93671,,,,"LTLA","of cancers diagnosed at stage 1 or 2","Higher is better",6,2
"Brighton and Hove North","61.2%","Worse","Cancer_screening_cervical_cancer_2549","2022","Living well 2",18,"OHID Fingertips",93560,,,,"LTLA","Cancer screening coverage for cervical cancer among those aged 25-49 years","Higher is better",4.5,2.5
"Brighton and Hove East","61.2%","Worse","Cancer_screening_cervical_cancer_2549","2022","Living well 2",18,"OHID Fingertips",93560,,,,"LTLA","Cancer screening coverage for cervical cancer among those aged 25-49 years","Higher is better",4.5,2.5
"Brighton and Hove Central","61.2%","Worse","Cancer_screening_cervical_cancer_2549","2022","Living well 2",18,"OHID Fingertips",93560,,,,"LTLA","Cancer screening coverage for cervical cancer among those aged 25-49 years","Higher is better",4.5,2.5
"Brighton and Hove West","61.2%","Worse","Cancer_screening_cervical_cancer_2549","2022","Living well 2",18,"OHID Fingertips",93560,,,,"LTLA","Cancer screening coverage for cervical cancer among those aged 25-49 years","Higher is better",4.5,2.5
"England","67.6%","Not applicable","Cancer_screening_cervical_cancer_2549","2022","Living well 2",18,"OHID Fingertips",93560,,,,"LTLA","Cancer screening coverage for cervical cancer among those aged 25-49 years","Higher is better",4.5,2.5
"Brighton and Hove","61.2%","Worse","Cancer_screening_cervical_cancer_2549","2022","Living well 2",18,"OHID Fingertips",93560,,,,"LTLA","Cancer screening coverage for cervical cancer among those aged 25-49 years","Higher is better",4.5,2.5
"Eastbourne","68.7%","Better","Cancer_screening_cervical_cancer_2549","2022","Living well 2",18,"OHID Fingertips",93560,,,,"LTLA","Cancer screening coverage for cervical cancer among those aged 25-49 years","Higher is better",4.5,2.5
"Hastings","67.7%","Similar","Cancer_screening_cervical_cancer_2549","2022","Living well 2",18,"OHID Fingertips",93560,,,,"LTLA","Cancer screening coverage for cervical cancer among those aged 25-49 years","Higher is better",4.5,2.5
"Lewes","73.3%","Better","Cancer_screening_cervical_cancer_2549","2022","Living well 2",18,"OHID Fingertips",93560,,,,"LTLA","Cancer screening coverage for cervical cancer among those aged 25-49 years","Higher is better",4.5,2.5
"Rother","73.5%","Better","Cancer_screening_cervical_cancer_2549","2022","Living well 2",18,"OHID Fingertips",93560,,,,"LTLA","Cancer screening coverage for cervical cancer among those aged 25-49 years","Higher is better",4.5,2.5
"Wealden","75%","Better","Cancer_screening_cervical_cancer_2549","2022","Living well 2",18,"OHID Fingertips",93560,,,,"LTLA","Cancer screening coverage for cervical cancer among those aged 25-49 years","Higher is better",4.5,2.5
"Adur","76.9%","Better","Cancer_screening_cervical_cancer_2549","2022","Living well 2",18,"OHID Fingertips",93560,,,,"LTLA","Cancer screening coverage for cervical cancer among those aged 25-49 years","Higher is better",4.5,2.5
"Arun","69%","Better","Cancer_screening_cervical_cancer_2549","2022","Living well 2",18,"OHID Fingertips",93560,,,,"LTLA","Cancer screening coverage for cervical cancer among those aged 25-49 years","Higher is better",4.5,2.5
"Chichester","71.3%","Better","Cancer_screening_cervical_cancer_2549","2022","Living well 2",18,"OHID Fingertips",93560,,,,"LTLA","Cancer screening coverage for cervical cancer among those aged 25-49 years","Higher is better",4.5,2.5
"Crawley","66.9%","Worse","Cancer_screening_cervical_cancer_2549","2022","Living well 2",18,"OHID Fingertips",93560,,,,"LTLA","Cancer screening coverage for cervical cancer among those aged 25-49 years","Higher is better",4.5,2.5
"Horsham","75.4%","Better","Cancer_screening_cervical_cancer_2549","2022","Living well 2",18,"OHID Fingertips",93560,,,,"LTLA","Cancer screening coverage for cervical cancer among those aged 25-49 years","Higher is better",4.5,2.5
"Mid Sussex","75.6%","Better","Cancer_screening_cervical_cancer_2549","2022","Living well 2",18,"OHID Fingertips",93560,,,,"LTLA","Cancer screening coverage for cervical cancer among those aged 25-49 years","Higher is better",4.5,2.5
"Worthing","71.7%","Better","Cancer_screening_cervical_cancer_2549","2022","Living well 2",18,"OHID Fingertips",93560,,,,"LTLA","Cancer screening coverage for cervical cancer among those aged 25-49 years","Higher is better",4.5,2.5
"Brighton and Hove North","9%","Better","NHS_Health_Check_uptake","2022/23","Living well 2",19,"OHID Fingertips",91734,,,,"UTLA","of people taking up an NHS Health Check following invitation","Higher is better",5.5,2.5
"Brighton and Hove East","9%","Better","NHS_Health_Check_uptake","2022/23","Living well 2",19,"OHID Fingertips",91734,,,,"UTLA","of people taking up an NHS Health Check following invitation","Higher is better",5.5,2.5
"Brighton and Hove West","9%","Better","NHS_Health_Check_uptake","2022/23","Living well 2",19,"OHID Fingertips",91734,,,,"UTLA","of people taking up an NHS Health Check following invitation","Higher is better",5.5,2.5
"Brighton and Hove Central","9%","Better","NHS_Health_Check_uptake","2022/23","Living well 2",19,"OHID Fingertips",91734,,,,"UTLA","of people taking up an NHS Health Check following invitation","Higher is better",5.5,2.5
"Brighton and Hove","9%","Better","NHS_Health_Check_uptake","2022/23","Living well 2",19,"OHID Fingertips",91734,,,,"UTLA","of people taking up an NHS Health Check following invitation","Higher is better",5.5,2.5
"Adur","3.5%","Worse","NHS_Health_Check_uptake","2022/23","Living well 2",19,"OHID Fingertips",91734,,,,"UTLA","of people taking up an NHS Health Check following invitation","Higher is better",5.5,2.5
"Arun","3.5%","Worse","NHS_Health_Check_uptake","2022/23","Living well 2",19,"OHID Fingertips",91734,,,,"UTLA","of people taking up an NHS Health Check following invitation","Higher is better",5.5,2.5
"Chichester","3.5%","Worse","NHS_Health_Check_uptake","2022/23","Living well 2",19,"OHID Fingertips",91734,,,,"UTLA","of people taking up an NHS Health Check following invitation","Higher is better",5.5,2.5
"Crawley","3.5%","Worse","NHS_Health_Check_uptake","2022/23","Living well 2",19,"OHID Fingertips",91734,,,,"UTLA","of people taking up an NHS Health Check following invitation","Higher is better",5.5,2.5
"Horsham","3.5%","Worse","NHS_Health_Check_uptake","2022/23","Living well 2",19,"OHID Fingertips",91734,,,,"UTLA","of people taking up an NHS Health Check following invitation","Higher is better",5.5,2.5
"Mid Sussex","3.5%","Worse","NHS_Health_Check_uptake","2022/23","Living well 2",19,"OHID Fingertips",91734,,,,"UTLA","of people taking up an NHS Health Check following invitation","Higher is better",5.5,2.5
"Worthing","3.5%","Worse","NHS_Health_Check_uptake","2022/23","Living well 2",19,"OHID Fingertips",91734,,,,"UTLA","of people taking up an NHS Health Check following invitation","Higher is better",5.5,2.5
"Eastbourne","7.5%","Better","NHS_Health_Check_uptake","2022/23","Living well 2",19,"OHID Fingertips",91734,,,,"UTLA","of people taking up an NHS Health Check following invitation","Higher is better",5.5,2.5
"Hastings","7.5%","Better","NHS_Health_Check_uptake","2022/23","Living well 2",19,"OHID Fingertips",91734,,,,"UTLA","of people taking up an NHS Health Check following invitation","Higher is better",5.5,2.5
"Lewes","7.5%","Better","NHS_Health_Check_uptake","2022/23","Living well 2",19,"OHID Fingertips",91734,,,,"UTLA","of people taking up an NHS Health Check following invitation","Higher is better",5.5,2.5
"Rother","7.5%","Better","NHS_Health_Check_uptake","2022/23","Living well 2",19,"OHID Fingertips",91734,,,,"UTLA","of people taking up an NHS Health Check following invitation","Higher is better",5.5,2.5
"Wealden","7.5%","Better","NHS_Health_Check_uptake","2022/23","Living well 2",19,"OHID Fingertips",91734,,,,"UTLA","of people taking up an NHS Health Check following invitation","Higher is better",5.5,2.5
"England","7.2%","Not applicable","NHS_Health_Check_uptake","2022/23","Living well 2",19,"OHID Fingertips",91734,,,,"UTLA","of people taking up an NHS Health Check following invitation","Higher is better",5.5,2.5
"Brighton and Hove North","33.4%","Not applicable","Health_Check_uptake_LD","2020","Living well 2",20,"NHS England",,,,,"Sub_ICB","of adults with learning disability taking up health check following invitation","Higher is better",6.5,2.5
"Brighton and Hove East","33.4%","Not applicable","Health_Check_uptake_LD","2020","Living well 2",20,"NHS England",,,,,"Sub_ICB","of adults with learning disability taking up health check following invitation","Higher is better",6.5,2.5
"Brighton and Hove West","33.4%","Not applicable","Health_Check_uptake_LD","2020","Living well 2",20,"NHS England",,,,,"Sub_ICB","of adults with learning disability taking up health check following invitation","Higher is better",6.5,2.5
"Brighton and Hove Central","33.4%","Not applicable","Health_Check_uptake_LD","2020","Living well 2",20,"NHS England",,,,,"Sub_ICB","of adults with learning disability taking up health check following invitation","Higher is better",6.5,2.5
"Brighton and Hove","33.4%","Not applicable","Health_Check_uptake_LD","2020","Living well 2",20,"NHS England",,,,,"Sub_ICB","of adults with learning disability taking up health check following invitation","Higher is better",6.5,2.5
"Adur","48.9%","Not applicable","Health_Check_uptake_LD","2020","Living well 2",20,"NHS England",,,,,"Sub_ICB","of adults with learning disability taking up health check following invitation","Higher is better",6.5,2.5
"Arun","48.9%","Not applicable","Health_Check_uptake_LD","2020","Living well 2",20,"NHS England",,,,,"Sub_ICB","of adults with learning disability taking up health check following invitation","Higher is better",6.5,2.5
"Chichester","48.9%","Not applicable","Health_Check_uptake_LD","2020","Living well 2",20,"NHS England",,,,,"Sub_ICB","of adults with learning disability taking up health check following invitation","Higher is better",6.5,2.5
"Crawley","48.9%","Not applicable","Health_Check_uptake_LD","2020","Living well 2",20,"NHS England",,,,,"Sub_ICB","of adults with learning disability taking up health check following invitation","Higher is better",6.5,2.5
"Horsham","48.9%","Not applicable","Health_Check_uptake_LD","2020","Living well 2",20,"NHS England",,,,,"Sub_ICB","of adults with learning disability taking up health check following invitation","Higher is better",6.5,2.5
"Mid Sussex","48.9%","Not applicable","Health_Check_uptake_LD","2020","Living well 2",20,"NHS England",,,,,"Sub_ICB","of adults with learning disability taking up health check following invitation","Higher is better",6.5,2.5
"Worthing","48.9%","Not applicable","Health_Check_uptake_LD","2020","Living well 2",20,"NHS England",,,,,"Sub_ICB","of adults with learning disability taking up health check following invitation","Higher is better",6.5,2.5
"Eastbourne","41.7%","Not applicable","Health_Check_uptake_LD","2020","Living well 2",20,"NHS England",,,,,"Sub_ICB","of adults with learning disability taking up health check following invitation","Higher is better",6.5,2.5
"Hastings","41.7%","Not applicable","Health_Check_uptake_LD","2020","Living well 2",20,"NHS England",,,,,"Sub_ICB","of adults with learning disability taking up health check following invitation","Higher is better",6.5,2.5
"Lewes","41.7%","Not applicable","Health_Check_uptake_LD","2020","Living well 2",20,"NHS England",,,,,"Sub_ICB","of adults with learning disability taking up health check following invitation","Higher is better",6.5,2.5
"Rother","41.7%","Not applicable","Health_Check_uptake_LD","2020","Living well 2",20,"NHS England",,,,,"Sub_ICB","of adults with learning disability taking up health check following invitation","Higher is better",6.5,2.5
"Wealden","41.7%","Not applicable","Health_Check_uptake_LD","2020","Living well 2",20,"NHS England",,,,,"Sub_ICB","of adults with learning disability taking up health check following invitation","Higher is better",6.5,2.5
"England","51.9%","Not applicable","Health_Check_uptake_LD","2020","Living well 2",20,"NHS England",,,,,"Sub_ICB","of adults with learning disability taking up health check following invitation","Higher is better",6.5,2.5
"Brighton and Hove North","36.1%","Worse","Health_Check_uptake_SMI","2022/23","Living well 2",21,"NHS England",,,,,"Sub_ICB","of adults with serious mental illness taking up a physical health check","Higher is better",7.5,2.5
"Brighton and Hove East","36.1%","Worse","Health_Check_uptake_SMI","2022/23","Living well 2",21,"NHS England",,,,,"Sub_ICB","of adults with serious mental illness taking up a physical health check","Higher is better",7.5,2.5
"Brighton and Hove West","36.1%","Worse","Health_Check_uptake_SMI","2022/23","Living well 2",21,"NHS England",,,,,"Sub_ICB","of adults with serious mental illness taking up a physical health check","Higher is better",7.5,2.5
"Brighton and Hove Central","36.1%","Worse","Health_Check_uptake_SMI","2022/23","Living well 2",21,"NHS England",,,,,"Sub_ICB","of adults with serious mental illness taking up a physical health check","Higher is better",7.5,2.5
"Brighton and Hove","36.1%","Worse","Health_Check_uptake_SMI","2022/23","Living well 2",21,"NHS England",,,,,"Sub_ICB","of adults with serious mental illness taking up a physical health check","Higher is better",7.5,2.5
"Adur","46%","Worse","Health_Check_uptake_SMI","2022/23","Living well 2",21,"NHS England",,,,,"Sub_ICB","of adults with serious mental illness taking up a physical health check","Higher is better",7.5,2.5
"Arun","46%","Worse","Health_Check_uptake_SMI","2022/23","Living well 2",21,"NHS England",,,,,"Sub_ICB","of adults with serious mental illness taking up a physical health check","Higher is better",7.5,2.5
"Chichester","46%","Worse","Health_Check_uptake_SMI","2022/23","Living well 2",21,"NHS England",,,,,"Sub_ICB","of adults with serious mental illness taking up a physical health check","Higher is better",7.5,2.5
"Crawley","46%","Worse","Health_Check_uptake_SMI","2022/23","Living well 2",21,"NHS England",,,,,"Sub_ICB","of adults with serious mental illness taking up a physical health check","Higher is better",7.5,2.5
"Horsham","46%","Worse","Health_Check_uptake_SMI","2022/23","Living well 2",21,"NHS England",,,,,"Sub_ICB","of adults with serious mental illness taking up a physical health check","Higher is better",7.5,2.5
"Mid Sussex","46%","Worse","Health_Check_uptake_SMI","2022/23","Living well 2",21,"NHS England",,,,,"Sub_ICB","of adults with serious mental illness taking up a physical health check","Higher is better",7.5,2.5
"Worthing","46%","Worse","Health_Check_uptake_SMI","2022/23","Living well 2",21,"NHS England",,,,,"Sub_ICB","of adults with serious mental illness taking up a physical health check","Higher is better",7.5,2.5
"Eastbourne","40.1%","Worse","Health_Check_uptake_SMI","2022/23","Living well 2",21,"NHS England",,,,,"Sub_ICB","of adults with serious mental illness taking up a physical health check","Higher is better",7.5,2.5
"Hastings","40.1%","Worse","Health_Check_uptake_SMI","2022/23","Living well 2",21,"NHS England",,,,,"Sub_ICB","of adults with serious mental illness taking up a physical health check","Higher is better",7.5,2.5
"Lewes","40.1%","Worse","Health_Check_uptake_SMI","2022/23","Living well 2",21,"NHS England",,,,,"Sub_ICB","of adults with serious mental illness taking up a physical health check","Higher is better",7.5,2.5
"Rother","40.1%","Worse","Health_Check_uptake_SMI","2022/23","Living well 2",21,"NHS England",,,,,"Sub_ICB","of adults with serious mental illness taking up a physical health check","Higher is better",7.5,2.5
"Wealden","40.1%","Worse","Health_Check_uptake_SMI","2022/23","Living well 2",21,"NHS England",,,,,"Sub_ICB","of adults with serious mental illness taking up a physical health check","Higher is better",7.5,2.5
"England","58.5%","Not applicable","Health_Check_uptake_SMI","2022/23","Living well 2",21,"NHS England",,,,,"Sub_ICB","of adults with serious mental illness taking up a physical health check","Higher is better",7.5,2.5
"Brighton and Hove Central","302","Worse","Emergency_admissions_self_harm","2021/22","Living well 2",25,"OHID Fingertips",21001,,,,"ICT level","emergency hospital admissions for self-harm rate per 100,000 population","Lower is better",4,3
"Brighton and Hove East","299.6","Worse","Emergency_admissions_self_harm","2021/22","Living well 2",25,"OHID Fingertips",21001,,,,"ICT level","emergency hospital admissions for self-harm rate per 100,000 population","Lower is better",4,3
"Brighton and Hove North","262.1","Worse","Emergency_admissions_self_harm","2021/22","Living well 2",25,"OHID Fingertips",21001,,,,"ICT level","emergency hospital admissions for self-harm rate per 100,000 population","Lower is better",4,3
"Brighton and Hove West","285.2","Worse","Emergency_admissions_self_harm","2021/22","Living well 2",25,"OHID Fingertips",21001,,,,"ICT level","emergency hospital admissions for self-harm rate per 100,000 population","Lower is better",4,3
"England","220.1","Not applicable","Emergency_admissions_self_harm","2021/22","Living well 2",25,"OHID Fingertips",21001,,,,"ICT level","emergency hospital admissions for self-harm rate per 100,000 population","Lower is better",4,3
"Brighton and Hove","389.1","Worse","Emergency_admissions_self_harm","2021/22","Living well 2",25,"OHID Fingertips",21001,,,,"ICT level","emergency hospital admissions for self-harm rate per 100,000 population","Lower is better",4,3
"Eastbourne","242.5","Similar","Emergency_admissions_self_harm","2021/22","Living well 2",25,"OHID Fingertips",21001,,,,"ICT level","emergency hospital admissions for self-harm rate per 100,000 population","Lower is better",4,3
"Hastings","492.9","Worse","Emergency_admissions_self_harm","2021/22","Living well 2",25,"OHID Fingertips",21001,,,,"ICT level","emergency hospital admissions for self-harm rate per 100,000 population","Lower is better",4,3
"Lewes","329","Worse","Emergency_admissions_self_harm","2021/22","Living well 2",25,"OHID Fingertips",21001,,,,"ICT level","emergency hospital admissions for self-harm rate per 100,000 population","Lower is better",4,3
"Rother","368.4","Worse","Emergency_admissions_self_harm","2021/22","Living well 2",25,"OHID Fingertips",21001,,,,"ICT level","emergency hospital admissions for self-harm rate per 100,000 population","Lower is better",4,3
"Wealden","274.4","Worse","Emergency_admissions_self_harm","2021/22","Living well 2",25,"OHID Fingertips",21001,,,,"ICT level","emergency hospital admissions for self-harm rate per 100,000 population","Lower is better",4,3
"Adur","182.7","Similar","Emergency_admissions_self_harm","2021/22","Living well 2",25,"OHID Fingertips",21001,,,,"ICT level","emergency hospital admissions for self-harm rate per 100,000 population","Lower is better",4,3
"Arun","337.7","Worse","Emergency_admissions_self_harm","2021/22","Living well 2",25,"OHID Fingertips",21001,,,,"ICT level","emergency hospital admissions for self-harm rate per 100,000 population","Lower is better",4,3
"Chichester","226.2","Similar","Emergency_admissions_self_harm","2021/22","Living well 2",25,"OHID Fingertips",21001,,,,"ICT level","emergency hospital admissions for self-harm rate per 100,000 population","Lower is better",4,3
"Crawley","287.8","Worse","Emergency_admissions_self_harm","2021/22","Living well 2",25,"OHID Fingertips",21001,,,,"ICT level","emergency hospital admissions for self-harm rate per 100,000 population","Lower is better",4,3
"Horsham","282.3","Worse","Emergency_admissions_self_harm","2021/22","Living well 2",25,"OHID Fingertips",21001,,,,"ICT level","emergency hospital admissions for self-harm rate per 100,000 population","Lower is better",4,3
"Mid Sussex","290.9","Worse","Emergency_admissions_self_harm","2021/22","Living well 2",25,"OHID Fingertips",21001,,,,"ICT level","emergency hospital admissions for self-harm rate per 100,000 population","Lower is better",4,3
"Worthing","384.4","Worse","Emergency_admissions_self_harm","2021/22","Living well 2",25,"OHID Fingertips",21001,,,,"ICT level","emergency hospital admissions for self-harm rate per 100,000 population","Lower is better",4,3
"Brighton and Hove North","293.8","Better","Emergency_admissions_COPD","2019/20","Living well 2",26,"OHID Fingertips",92302,,,,"LTLA","emergency hospital admissions for COPD rate per 100,000 population aged 35+ years","Lower is better",5,3
"Brighton and Hove East","293.8","Better","Emergency_admissions_COPD","2019/20","Living well 2",26,"OHID Fingertips",92302,,,,"LTLA","emergency hospital admissions for COPD rate per 100,000 population aged 35+ years","Lower is better",5,3
"Brighton and Hove Central","293.8","Better","Emergency_admissions_COPD","2019/20","Living well 2",26,"OHID Fingertips",92302,,,,"LTLA","emergency hospital admissions for COPD rate per 100,000 population aged 35+ years","Lower is better",5,3
"Brighton and Hove West","293.8","Better","Emergency_admissions_COPD","2019/20","Living well 2",26,"OHID Fingertips",92302,,,,"LTLA","emergency hospital admissions for COPD rate per 100,000 population aged 35+ years","Lower is better",5,3
"England","413.2","Not applicable","Emergency_admissions_COPD","2019/20","Living well 2",26,"OHID Fingertips",92302,,,,"LTLA","emergency hospital admissions for COPD rate per 100,000 population aged 35+ years","Lower is better",5,3
"Brighton and Hove","293.8","Better","Emergency_admissions_COPD","2019/20","Living well 2",26,"OHID Fingertips",92302,,,,"LTLA","emergency hospital admissions for COPD rate per 100,000 population aged 35+ years","Lower is better",5,3
"Eastbourne","251.5","Better","Emergency_admissions_COPD","2019/20","Living well 2",26,"OHID Fingertips",92302,,,,"LTLA","emergency hospital admissions for COPD rate per 100,000 population aged 35+ years","Lower is better",5,3
"Hastings","304","Better","Emergency_admissions_COPD","2019/20","Living well 2",26,"OHID Fingertips",92302,,,,"LTLA","emergency hospital admissions for COPD rate per 100,000 population aged 35+ years","Lower is better",5,3
"Lewes","249.4","Better","Emergency_admissions_COPD","2019/20","Living well 2",26,"OHID Fingertips",92302,,,,"LTLA","emergency hospital admissions for COPD rate per 100,000 population aged 35+ years","Lower is better",5,3
"Rother","207.4","Better","Emergency_admissions_COPD","2019/20","Living well 2",26,"OHID Fingertips",92302,,,,"LTLA","emergency hospital admissions for COPD rate per 100,000 population aged 35+ years","Lower is better",5,3
"Wealden","149.9","Better","Emergency_admissions_COPD","2019/20","Living well 2",26,"OHID Fingertips",92302,,,,"LTLA","emergency hospital admissions for COPD rate per 100,000 population aged 35+ years","Lower is better",5,3
"Adur","246.3","Better","Emergency_admissions_COPD","2019/20","Living well 2",26,"OHID Fingertips",92302,,,,"LTLA","emergency hospital admissions for COPD rate per 100,000 population aged 35+ years","Lower is better",5,3
"Arun","276","Better","Emergency_admissions_COPD","2019/20","Living well 2",26,"OHID Fingertips",92302,,,,"LTLA","emergency hospital admissions for COPD rate per 100,000 population aged 35+ years","Lower is better",5,3
"Chichester","237","Better","Emergency_admissions_COPD","2019/20","Living well 2",26,"OHID Fingertips",92302,,,,"LTLA","emergency hospital admissions for COPD rate per 100,000 population aged 35+ years","Lower is better",5,3
"Crawley","292.2","Better","Emergency_admissions_COPD","2019/20","Living well 2",26,"OHID Fingertips",92302,,,,"LTLA","emergency hospital admissions for COPD rate per 100,000 population aged 35+ years","Lower is better",5,3
"Horsham","149.7","Better","Emergency_admissions_COPD","2019/20","Living well 2",26,"OHID Fingertips",92302,,,,"LTLA","emergency hospital admissions for COPD rate per 100,000 population aged 35+ years","Lower is better",5,3
"Mid Sussex","219.7","Better","Emergency_admissions_COPD","2019/20","Living well 2",26,"OHID Fingertips",92302,,,,"LTLA","emergency hospital admissions for COPD rate per 100,000 population aged 35+ years","Lower is better",5,3
"Worthing","243.5","Better","Emergency_admissions_COPD","2019/20","Living well 2",26,"OHID Fingertips",92302,,,,"LTLA","emergency hospital admissions for COPD rate per 100,000 population aged 35+ years","Lower is better",5,3
"Brighton and Hove North","208.5","Better","Emergency_admissions_pneumonia","2020/21","Living well 2",27,"OHID Fingertips",93574,,,,"CCG","emergency hospital admissions for pneumonia rate per 100,000 population","Lower is better",6,3
"Brighton and Hove East","208.5","Better","Emergency_admissions_pneumonia","2020/21","Living well 2",27,"OHID Fingertips",93574,,,,"CCG","emergency hospital admissions for pneumonia rate per 100,000 population","Lower is better",6,3
"Brighton and Hove West","208.5","Better","Emergency_admissions_pneumonia","2020/21","Living well 2",27,"OHID Fingertips",93574,,,,"CCG","emergency hospital admissions for pneumonia rate per 100,000 population","Lower is better",6,3
"Brighton and Hove Central","208.5","Better","Emergency_admissions_pneumonia","2020/21","Living well 2",27,"OHID Fingertips",93574,,,,"CCG","emergency hospital admissions for pneumonia rate per 100,000 population","Lower is better",6,3
"Brighton and Hove","208.5","Better","Emergency_admissions_pneumonia","2020/21","Living well 2",27,"OHID Fingertips",93574,,,,"CCG","emergency hospital admissions for pneumonia rate per 100,000 population","Lower is better",6,3
"Adur","197.5","Better","Emergency_admissions_pneumonia","2020/21","Living well 2",27,"OHID Fingertips",93574,,,,"CCG","emergency hospital admissions for pneumonia rate per 100,000 population","Lower is better",6,3
